11区	(11 qū)
恐怖分子	(kǒng bù fèn zǐ)
恐怖片	(kǒng bù piàn)
恐怖片儿	(kǒng bù piān r)
恐怖袭击	(kǒng bù xí jī)
恐怖症	(kǒng bù zhèng)
恐怖主义	(kǒng bù zhǔ yì)
恐怖主义者	(kǒng bù zhǔ yì zhě)
恐怖组织	(kǒng bù zǔ zhī)
恐高症	(kǒng gāo zhèng)
恐攻	(kǒng gōng)
恐共	(kǒng gòng)
恐韩症	(kǒng hán zhèng)
恐慌	(kǒng huāng)
恐慌发作	(kǒng huāng fā zuò)
恐婚	(kǒng hūn)
恐惧	(kǒng jù)
恐惧症	(kǒng jù zhèng)
恐旷症	(kǒng kuàng zhèng)
恐狼	(kǒng láng)
恐龙	(kǒng lóng)
恐龙类	(kǒng lóng lèi)
恐龙妹	(kǒng lóng mèi)
恐龙总目	(kǒng lóng zǒng mù)
恐鸟	(kǒng niǎo)
恐怕	(kǒng pà)
恐水病	(kǒng shuǐ bìng)
恐水症	(kǒng shuǐ zhèng)
恐同	(kǒng tóng)
恐同症	(kǒng tóng zhèng)
恐袭	(kǒng xí)
恐吓	(kǒng hè)
恐血症	(kǒng xuè zhèng)
控	(kòng)
控辩	(kòng biàn)
控辩交易	(kòng biàn jiāo yì)
控辩协议	(kòng biàn xié yì)
控方	(kòng fāng)
控告	(kòng gào)
控股	(kòng gǔ)
控股公司	(kòng gǔ gōng sī)
控管	(kòng guǎn)
控规	(kòng guī)
控件	(kòng jiàn)
控评	(kòng píng)
控球后卫	(kòng qiú hòu wèi)
控诉	(kòng sù)
控卫	(kòng wèi)
控制	(kòng zhì)
控制棒	(kòng zhì bàng)
控制杆	(kòng zhì gǎn)
控制狂	(kòng zhì kuáng)
控制论	(kòng zhì lùn)
控制权	(kòng zhì quán)
控制室	(kòng zhì shì)
控制台	(kòng zhì tái)
控罪	(kòng zuì)
抠	(kōu)
抠脚	(kōu jiǎo)
抠门	(kōu mén)
抠门儿	(kōu mén r)
抠搜	(kōu sou)
抠图	(kōu tú)
抠字眼	(kōu zì yǎn)
抠字眼儿	(kōu zì yǎn r)
口	(kǒu)
口岸	(kǒu àn)
口白	(kǒu bái)
口爆	(kǒu bào)
口碑	(kǒu bēi)
口碑流传	(kǒu bēi liú chuán)
口碑载道	(kǒu bēi zài dào)
口北	(kǒu běi)
口鼻	(kǒu bí)
口播	(kǒu bō)
口不应心	(kǒu bù yìng xīn)
口不择言	(kǒu bù zé yán)
口才	(kǒu cái)
口彩	(kǒu cǎi)
口称	(kǒu chēng)
口吃	(kǒu chī)
口齿	(kǒu chǐ)
口齿不清	(kǒu chǐ bù qīng)
口齿伶俐	(kǒu chǐ líng lì)
口齿清楚	(kǒu chǐ qīng chu)
口齿生香	(kǒu chǐ shēng xiāng)
口臭	(kǒu chòu)
口出狂言	(kǒu chū kuáng yán)
口传	(kǒu chuán)
口疮	(kǒu chuāng)
口袋	(kǒu dài)
口袋饼	(kǒu dài bǐng)
口袋妖怪	(kǒu dài yāo guài)
口袋罪	(kǒu dài zuì)
口德	(kǒu dé)
口风	(kǒu fēng)
口风琴	(kǒu fēng qín)
口锋	(kǒu fēng)
口服	(kǒu fú)
口服补液盐	(kǒu fú bǔ yè yán)
口服液	(kǒu fú yè)
口福	(kǒu fú)
口腹	(kǒu fù)
口腹之欲	(kǒu fù zhī yù)
口感	(kǒu gǎn)
口干舌燥	(kǒu gān shé zào)
口供	(kǒu gòng)
口号	(kǒu hào)
口红	(kǒu hóng)
口红胶	(kǒu hóng jiāo)
口湖	(kǒu hú)
口湖乡	(kǒu hú xiāng)
口糊	(kǒu hú)
口簧	(kǒu huáng)
口簧琴	(kǒu huáng qín)
口活	(kǒu huó)
口技	(kǒu jì)
口交	(kǒu jiāo)
口角	(kǒu jué)
口角战	(kǒu jiǎo zhàn)
口径	(kǒu jìng)
口诀	(kǒu jué)
口嚼酒	(kǒu jiáo jiǔ)
口渴	(kǒu kě)
口口声声	(kǒu kou shēng shēng)
口粮	(kǒu liáng)
口令	(kǒu lìng)
口络	(kǒu luò)
口蜜腹剑	(kǒu mì fù jiàn)
口蘑	(kǒu mó)
口沫	(kǒu mò)
口沫横飞	(kǒu mò héng fēi)
口讷	(kǒu nè)
口皮	(kǒu pí)
口气	(kǒu qì)
口器	(kǒu qì)
口腔	(kǒu qiāng)
口腔溃疡	(kǒu qiāng kuì yáng)
口腔炎	(kǒu qiāng yán)
口琴	(kǒu qín)
口球	(kǒu qiú)
口若悬河	(kǒu ruò xuán hé)
口哨	(kǒu shào)
口舌	(kǒu shé)
口射	(kǒu shè)
口实	(kǒu shí)
口试	(kǒu shì)
口是心非	(kǒu shì xīn fēi)
口述	(kǒu shù)
口水	(kǒu shuǐ)
口水歌	(kǒu shuǐ gē)
口水鸡	(kǒu shuǐ jī)
口水佬	(kǒu shuǐ lǎo)
口水战	(kǒu shuǐ zhàn)
口水仗	(kǒu shuǐ zhàng)
口说无凭	(kǒu shuō wú píng)
口蹄疫	(kǒu tí yì)
口甜	(kǒu tián)
口条	(kǒu tiáo)
口头	(kǒu tóu)
口头禅	(kǒu tóu chán)
口头语	(kǒu tóu yǔ)
口味	(kǒu wèi)
口吻	(kǒu wěn)
口无择言	(kǒu wú zé yán)
口无遮拦	(kǒu wú zhē lán)
口误	(kǒu wù)
口吸盘	(kǒu xī pán)
口弦	(kǒu xián)
口嫌体正直	(kǒu xián tǐ zhèng zhí)
口嫌体直	(kǒu xián tǐ zhí)
口香糖	(kǒu xiāng táng)
口信	(kǒu xìn)
口形	(kǒu xíng)
口型	(kǒu xíng)
口眼歪斜	(kǒu yǎn wāi xié)
口译	(kǒu yì)
口译员	(kǒu yì yuán)
口音	(kǒu yin)
口淫	(kǒu yín)
口语	(kǒu yǔ)
口语沟通	(kǒu yǔ gōu tōng)
口欲期	(kǒu yù qī)
口罩	(kǒu zhào)
口诛笔伐	(kǒu zhū bǐ fá)
口子	(kǒu zi)
口足目	(kǒu zú mù)
叩	(kòu)
叩拜	(kòu bài)
叩关	(kòu guān)
叩见	(kòu jiàn)
叩门	(kòu mén)
叩球	(kòu qiú)
叩首	(kòu shǒu)
叩头	(kòu tóu)
叩问	(kòu wèn)
叩谒	(kòu yè)
叩应	(kòu yìng)
扣	(kòu)
扣查	(kòu chá)
扣除	(kòu chú)
扣带回	(kòu dài huí)
扣动	(kòu dòng)
扣发	(kòu fā)
扣分	(kòu fēn)
扣关	(kòu guān)
扣环	(kòu huán)
扣击	(kòu jī)
扣缴	(kòu jiǎo)
扣扣	(kòu kòu)
扣篮	(kòu lán)
扣留	(kòu liú)
扣帽子	(kòu mào zi)
扣襻	(kòu pàn)
扣球	(kòu qiú)
扣去	(kòu qù)
扣人心弦	(kòu rén xīn xián)
扣肉	(kòu ròu)
扣杀	(kòu shā)
扣上	(kòu shàng)
扣屎盔子	(kòu shǐ kuī zi)
扣屎盆子	(kòu shǐ pén zi)
扣式电池	(kòu shì diàn chí)
扣题	(kòu tí)
扣问	(kòu wèn)
扣压	(kòu yā)
扣押	(kòu yā)
扣应	(kòu yìng)
扣住	(kòu zhù)
怐	(kòu)
怐愗	(kòu mào)
寇	(kòu)
寇攘	(kòu rǎng)
寇准	(kòu zhǔn)
刳	(kū)
枯	(kū)
枯草	(kū cǎo)
枯草杆菌	(kū cǎo gǎn jūn)
枯草热	(kū cǎo rè)
枯干	(kū gān)
枯槁	(kū gǎo)
枯寂	(kū jì)
枯竭	(kū jié)
枯茗	(kū míng)
枯木	(kū mù)
枯木逢春	(kū mù féng chūn)
枯树	(kū shù)
枯水	(kū shuǐ)
枯水期	(kū shuǐ qī)
枯死	(kū sǐ)
枯萎	(kū wěi)
枯萎病	(kū wěi bìng)
枯朽	(kū xiǔ)
枯叶	(kū yè)
枯叶剂	(kū yè jì)
枯燥	(kū zào)
枯燥无味	(kū zào wú wèi)
哭	(kū)
哭鼻子	(kū bí zi)
哭得死去活来	(kū de sǐ qù huó lái)
哭喊	(kū hǎn)
哭哭啼啼	(kū ku tí tí)
哭脸	(kū liǎn)
哭灵	(kū líng)
哭闹	(kū nào)
哭泣	(kū qì)
哭腔	(kū qiāng)
哭墙	(kū qiáng)
哭穷	(kū qióng)
哭秋风	(kū qiū fēng)
哭丧	(kū sāng)
哭丧棒	(kū sāng bàng)
哭丧脸	(kū sang liǎn)
哭丧着脸	(kū sang zhe liǎn)
哭声	(kū shēng)
哭诉	(kū sù)
哭天抹泪	(kū tiān mǒ lèi)
哭笑不得	(kū xiào bù dé)
堀	(kū)
圐	(kū)
圐圙	(kū lüè)
楛	(kǔ)
库	(kù)
库布里克	(kù bù lǐ kè)
库藏	(kù cáng)
库车市	(kù chē shì)
库存	(kù cún)
库存现金	(kù cún xiàn jīn)
库德	(kù dé)
库德斯坦	(kù dé sī tǎn)
库尔	(kù ěr)
库尔德	(kù ěr dé)
库尔德工人党	(kù ěr dé gōng rén dǎng)
库尔德人	(kù ěr dé rén)
库尔德斯坦	(kù ěr dé sī tǎn)
库尔勒市	(kù ěr lè shì)
库尔尼科娃	(kù ěr ní kē wá)
库尔斯克	(kù ěr sī kè)
库房	(kù fáng)
库工党	(kù gōng dǎng)
库克	(kù kè)
库克船长	(kù kè chuán zhǎng)
库克群岛	(kù kè qún dǎo)
库克山	(kù kè shān)
库肯霍夫公园	(kù kěn huò fū gōng yuán)
库拉索	(kù lā suǒ)
库里提巴	(kù lǐ tí bā)
库鲁病	(kù lǔ bìng)
库仑	(kù lún)
库仑计	(kù lún jì)
库伦	(kù lún)
库伦旗	(kù lún qí)
库姆	(kù mǔ)
库姆塔格沙漠	(kù mǔ tǎ gé shā mò)
库木吐拉千佛洞	(kù mù tǔ lā qiān fó dòng)
库纳	(kù nà)
库珀带	(kù pò dài)
库页岛	(kù yè dǎo)
库页岛柳莺	(kù yè dǎo liǔ yīng)
喾	(kù)
夸	(kuā)
夸克	(kuā kè)
夸夸其谈	(kuā kuā qí tán)
姱	(kuā)
侉	(kuǎ)
侉子	(kuǎ zi)
垮	(kuǎ)
垮脸	(kuǎ liǎn)
垮塌	(kuǎ tā)
垮台	(kuǎ tái)
㐄	(kuà)
挎	(kuà)
挎包	(kuà bāo)
挎兜	(kuà dōu)
挎兜儿	(kuà dōu r)
挎斗	(kuà dǒu)
㧟	(kuǎi)
巜	(kuài)
块	(kuài)
块儿八毛	(kuài r bā máo)
块根	(kuài gēn)
块规	(kuài guī)
块茎	(kuài jīng)
块菌	(kuài jūn)
块垒	(kuài lěi)
块煤	(kuài méi)
块体	(kuài tǐ)
块头	(kuài tóu)
块状	(kuài zhuàng)
快	(kuài)
快班	(kuài bān)
快板	(kuài bǎn)
快板儿	(kuài bǎn r)
快报	(kuài bào)
快步	(kuài bù)
快步流星	(kuài bù liú xīng)
快步跑	(kuài bù pǎo)
快餐	(kuài cān)
快餐部	(kuài cān bù)
快餐店	(kuài cān diàn)
快餐交友	(kuài cān jiāo yǒu)
快测	(kuài cè)
快炒店	(kuài chǎo diàn)
快车	(kuài chē)
快车道	(kuài chē dào)
快充	(kuài chōng)
快船	(kuài chuán)
快当	(kuài dang)
快刀断乱麻	(kuài dāo duàn luàn má)
快刀斩乱麻	(kuài dāo zhǎn luàn má)
快递	(kuài dì)
快递员	(kuài dì yuán)
快点	(kuài diǎn)
快点儿	(kuài diǎn r)
快感	(kuài gǎn)
快感中心	(kuài gǎn zhōng xīn)
快攻	(kuài gōng)
快锅	(kuài guō)
快活	(kuài huo)
快件	(kuài jiàn)
快捷	(kuài jié)
快捷方式	(kuài jié fāng shì)
快捷键	(kuài jié jiàn)
快进	(kuài jìn)
快可立	(kuài kě lì)
快乐	(kuài lè)
快乐大本营	(kuài lè dà běn yíng)
快马加鞭	(kuài mǎ jiā biān)
快慢	(kuài màn)
快门	(kuài mén)
快钱	(kuài qián)
快取	(kuài qǔ)
快筛	(kuài shāi)
快闪	(kuài shǎn)
快闪存储器	(kuài shǎn cún chǔ qì)
快闪党	(kuài shǎn dǎng)
快闪记忆体	(kuài shǎn jì yì tǐ)
快闪记忆体盘	(kuài shǎn jì yì tǐ pán)
快闪族	(kuài shǎn zú)
快时尚	(kuài shí shàng)
快手	(kuài shǒu)
快熟面	(kuài shú miàn)
快速	(kuài sù)
快速动眼期	(kuài sù dòng yǎn qī)
快速记忆法	(kuài sù jì yì fǎ)
快速筛检	(kuài sù shāi jiǎn)
快速以太网络	(kuài sù yǐ tài wǎng luò)
快速诊断测试	(kuài sù zhěn duàn cè shì)
快碳	(kuài tàn)
快艇	(kuài tǐng)
快退	(kuài tuì)
快慰	(kuài wèi)
快消	(kuài xiāo)
快消品	(kuài xiāo pǐn)
快信	(kuài xìn)
快行道	(kuài xíng dào)
快讯	(kuài xùn)
快要	(kuài yào)
快意	(kuài yì)
快鱼	(kuài yú)
快照	(kuài zhào)
快中子	(kuài zhōng zǐ)
快煮壶	(kuài zhǔ hú)
快转	(kuài zhuǎn)
快嘴	(kuài zuǐ)
侩	(kuài)
哙	(wèi)
廥	(kuài)
廥仓	(kuài cāng)
旝	(kuài)
宽	(kuān)
宽敞	(kuān chang)
宽畅	(kuān chàng)
宽城满族自治县	(kuān chéng mǎn zú zì zhì xiàn)
宽城区	(kuān chéng qū)
宽绰	(kuān chuo)
宽打窄用	(kuān dǎ zhǎi yòng)
宽大	(kuān dà)
宽大为怀	(kuān dà wéi huái)
宽带	(kuān dài)
宽贷	(kuān dài)
宽待	(kuān dài)
宽甸满族自治县	(kuān diàn mǎn zú zì zhì xiàn)
宽度	(kuān dù)
宽泛	(kuān fàn)
宽斧	(kuān fǔ)
宽广	(kuān guǎng)
宽广度	(kuān guǎng dù)
宽弘	(kuān hóng)
宽宏	(kuān hóng)
宽宏大度	(kuān hóng dà dù)
宽宏大量	(kuān hóng dà liàng)
宽洪	(kuān hóng)
宽洪大度	(kuān hóng dà dù)
宽洪大量	(kuān hóng dà liàng)
宽厚	(kuān hòu)
宽缓	(kuān huǎn)
宽假	(kuān jiǎ)
宽减	(kuān jiǎn)
宽胶带	(kuān jiāo dài)
宽解	(kuān jiě)
宽口	(kuān kǒu)
宽旷	(kuān kuàng)
宽阔	(kuān kuò)
宽亮	(kuān liàng)
宽免	(kuān miǎn)
宽频	(kuān pín)
宽屏	(kuān píng)
宽饶	(kuān ráo)
宽容	(kuān róng)
宽赦	(kuān shè)
宽舒	(kuān shū)
宽恕	(kuān shù)
宽爽	(kuān shuǎng)
宽松	(kuān sōng)
宽尾树莺	(kuān wěi shù yīng)
宽慰	(kuān wèi)
宽吻海豚	(kuān wěn hǎi tún)
宽限	(kuān xiàn)
宽限期	(kuān xiàn qī)
宽心	(kuān xīn)
宽心丸	(kuān xīn wán)
宽心丸儿	(kuān xīn wán r)
宽衣	(kuān yī)
宽衣解带	(kuān yī jiě dài)
宽以待人	(kuān yǐ dài rén)
宽银幕电影	(kuān yín mù diàn yǐng)
宽影片	(kuān yǐng piàn)
宽宥	(kuān yòu)
宽余	(kuān yú)
宽裕	(kuān yù)
宽窄	(kuān zhǎi)
宽展	(kuān zhǎn)
宽嘴鹟莺	(kuān zuǐ wēng yīng)
梡	(kuǎn)
欵	(kuǎn)
款	(kuǎn)
款步	(kuǎn bù)
款待	(kuǎn dài)
款到发货	(kuǎn dào fā huò)
款冬	(kuǎn dōng)
款段	(kuǎn duàn)
款儿	(kuǎn r)
款伏	(kuǎn fú)
款服	(kuǎn fú)
款款	(kuǎn kuǎn)
款式	(kuǎn shi)
款项	(kuǎn xiàng)
款宴	(kuǎn yàn)
款子	(kuǎn zi)
匡	(kuāng)
匡扶社稷	(kuāng fú shè jì)
匡正	(kuāng zhèng)
劻	(kuāng)
哐	(kuāng)
哐哐啷啷	(kuāng kuāng lāng lāng)
哐啷	(kuāng lāng)
恇	(kuāng)
夼	(kuǎng)
圹	(kuàng)
旷	(kuàng)
旷达	(kuàng dá)
旷代	(kuàng dài)
旷地	(kuàng dì)
旷废	(kuàng fèi)
旷费	(kuàng fèi)
旷夫	(kuàng fū)
旷工	(kuàng gōng)
旷古	(kuàng gǔ)
旷古未闻	(kuàng gǔ wèi wén)
旷古未有	(kuàng gǔ wèi yǒu)
旷课	(kuàng kè)
旷阔	(kuàng kuò)
旷渺	(kuàng miǎo)
旷日持久	(kuàng rì chí jiǔ)
旷时摄影	(kuàng shí shè yǐng)
旷世	(kuàng shì)
旷野	(kuàng yě)
旷职	(kuàng zhí)
框	(kuàng)
框架	(kuàng jià)
框框	(kuàng kuang)
框图	(kuàng tú)
框子	(kuàng zi)
刲	(kuī)
岿	(kuī)
悝	(kuī)
奎	(kuí)
奎宁	(kuí níng)
奎宁水	(kuí níng shuǐ)
奎屯市	(kuí tún shì)
奎文区	(kuí wén qū)
揆	(kuí)
喹	(kuí)
喹诺酮	(kuí nuò tóng)
暌	(kuí)
暌隔	(kuí gé)
暌违	(kuí wéi)
戣	(kuí)
櫆	(kuí)
櫆师	(kuí shī)
夔	(kuí)
夔夔	(kuí kuí)
夔州	(kuí zhōu)
傀	(guī)
傀儡	(kuǐ lěi)
傀儡戏	(kuǐ lěi xì)
傀儡政权	(kuǐ lěi zhèng quán)
卼	(wù)
匮	(kuì)
匮乏	(kuì fá)
匮竭	(kuì jié)
匮缺	(kuì quē)
喟	(kuì)
愦	(kuì)
愧	(kuì)
愧不敢当	(kuì bù gǎn dāng)
愧对	(kuì duì)
愧汗	(kuì hàn)
愧恨	(kuì hèn)
愧悔无地	(kuì huǐ wú dì)
愧疚	(kuì jiù)
愧赧	(kuì nǎn)
愧色	(kuì sè)
愧怍	(kuì zuò)
㱮	(huì)
樻	(guì)
坤	(kūn)
坤包	(kūn bāo)
坤甸	(kūn diàn)
昆	(kūn)
昆布	(kūn bù)
昆虫	(kūn chóng)
昆虫学	(kūn chóng xué)
昆都仑区	(kūn dū lún qū)
昆卡	(kūn kǎ)
昆仑	(kūn lún)
昆仑山	(kūn lún shān)
昆仑山脉	(kūn lún shān mài)
昆明湖	(kūn míng hú)
昆明市	(kūn míng shì)
昆曲	(kūn qǔ)
昆山市	(kūn shān shì)
昆士兰	(kūn shì lán)
昆士兰州	(kūn shì lán zhōu)
昆汀	(kūn tīng)
昆汀·塔伦蒂诺	(kūn tīng · tǎ lún dì nuò)
昆汀·塔伦提诺	(kūn tīng · tǎ lún tí nuò)
昆廷	(kūn tíng)
昆玉	(kūn yù)
昆仲	(kūn zhòng)
晜	(kūn)
堃	(kūn)
捆	(kǔn)
捆绑	(kǔn bǎng)
捆缚	(kǔn fù)
捆扎	(kǔn zā)
悃	(kǔn)
壸	(kǔn)
梱	(kǔn)
困	(kùn)
困顿	(kùn dùn)
困厄	(kùn è)
困惑	(kùn huò)
困惑不解	(kùn huò bù jiě)
困境	(kùn jìng)
困窘	(kùn jiǒng)
困局	(kùn jú)
困倦	(kùn juàn)
困苦	(kùn kǔ)
困难	(kùn nan)
困难在于	(kùn nan zài yú)
困扰	(kùn rǎo)
困守	(kùn shǒu)
困兽犹斗	(kùn shòu yóu dòu)
扩	(kuò)
扩版	(kuò bǎn)
扩编	(kuò biān)
扩表	(kuò biǎo)
扩充	(kuò chōng)
扩大	(kuò dà)
扩大化	(kuò dà huà)
扩大再生产	(kuò dà zài shēng chǎn)
扩及	(kuò jí)
扩建	(kuò jiàn)
扩军	(kuò jūn)
扩孔	(kuò kǒng)
扩列	(kuò liè)
扩容	(kuò róng)
扩散	(kuò sàn)
扩散周知	(kuò sàn zhōu zhī)
扩胸器	(kuò xiōng qì)
扩音	(kuò yīn)
扩音机	(kuò yīn jī)
扩音器	(kuò yīn qì)
扩印	(kuò yìn)
扩增	(kuò zēng)
扩增实境	(kuò zēng shí jìng)
扩展	(kuò zhǎn)
扩展程序	(kuò zhǎn chéng xù)
扩展名	(kuò zhǎn míng)
扩展坞	(kuò zhǎn wù)
扩张	(kuò zhāng)
扩招	(kuò zhāo)
括	(kuò)
括毒	(kuò dú)
括号	(kuò hào)
括弧	(kuò hú)
括线	(kuò xiàn)
括约肌	(kuò yuē jī)
廓	(kuò)
廓清	(kuò qīng)
彉	(guō)
垃	(lā)
垃圾	(lā jī)
垃圾车	(lā jī chē)
垃圾堆	(lā jī duī)
垃圾分类	(lā jī fēn lèi)
垃圾工	(lā jī gōng)
垃圾股	(lā jī gǔ)
垃圾食品	(lā jī shí pǐn)
垃圾桶	(lā jī tǒng)
垃圾筒	(lā jī tǒng)
垃圾箱	(lā jī xiāng)
垃圾邮件	(lā jī yóu jiàn)
拉	(lá)
拉K	(lā k)
拉巴斯	(lā bā sī)
拉巴特	(lā bā tè)
拉㞎㞎	(lā bǎ ba)
拉白布条	(lā bái bù tiáo)
拉包尔	(lā bāo ěr)
拉比	(lā bǐ)
拉卜楞寺	(lā bǔ léng sì)
拉不出屎来怨茅房	(lā bù chū shǐ lái yuàn máo fáng)
拉布	(lā bù)
拉布布	(lā bù bu)
拉布拉多	(lā bù lā duō)
拉茶	(lā chá)
拉碴	(lā chā)
拉场子	(lā chǎng zi)
拉扯	(lā che)
拉扯大	(lā che dà)
拉仇恨	(lā chóu hèn)
拉达克	(lā dá kè)
拉大便	(lā dà biàn)
拉大旗作虎皮	(lā dà qí zuò hǔ pí)
拉大条	(lā dà tiáo)
拉倒	(lā dǎo)
拉德	(lā dé)
拉登	(lā dēng)
拉狄克	(lā dí kè)
拉丁	(lā dīng)
拉丁方块	(lā dīng fāng kuài)
拉丁化	(lā dīng huà)
拉丁美洲	(lā dīng měi zhōu)
拉丁文	(lā dīng wén)
拉丁文字	(lā dīng wén zì)
拉丁舞	(lā dīng wǔ)
拉丁语	(lā dīng yǔ)
拉丁字母	(lā dīng zì mǔ)
拉动	(lā dòng)
拉肚子	(lā dù zi)
拉顿	(lā dùn)
拉尔夫	(lā ěr fū)
拉尔维克	(lā ěr wéi kè)
拉法格	(lā fǎ gé)
拉法赫	(lā fǎ hè)
拉法兰	(lā fǎ lán)
拉菲草	(lā fēi cǎo)
拉斐尔	(lā fěi ěr)
拉斐特	(lā fěi tè)
拉风	(lā fēng)
拉夫	(lā fū)
拉夫堡	(lā fū bǎo)
拉夫堡大学	(lā fū bǎo dà xué)
拉夫罗夫	(lā fū luó fū)
拉夫桑贾尼	(lā fū sāng jiǎ ní)
拉盖尔	(lā gài ěr)
拉杆	(lā gān)
拉杆箱	(lā gǎn xiāng)
拉冈	(lā gāng)
拉高	(lā gāo)
拉格比	(lā gé bǐ)
拉格朗日	(lā gé lǎng rì)
拉各斯	(lā gè sī)
拉勾	(lā gōu)
拉勾儿	(lā gōu r)
拉钩	(lā gōu)
拉呱	(lā gua)
拉关系	(lā guān xì)
拉管	(lā guǎn)
拉合尔	(lā hé ěr)
拉赫曼尼诺夫	(lā hè màn ní nuò fū)
拉黑	(lā hēi)
拉后钩儿	(lā hòu gōu r)
拉祜	(lā hù)
拉祜族	(lā hù zú)
拉话	(lā huà)
拉环	(lā huán)
拉活	(lā huó)
拉家常	(lā jiā cháng)
拉贾斯坦邦	(lā jiǎ sī tǎn bāng)
拉架	(lā jià)
拉交情	(lā jiāo qing)
拉筋	(lā jīn)
拉紧	(lā jǐn)
拉近	(lā jìn)
拉近距离	(lā jìn jù lí)
拉锯	(lā jù)
拉锯战	(lā jù zhàn)
拉开	(lā kāi)
拉开架势	(lā kāi jià shi)
拉开序幕	(lā kāi xù mù)
拉科鲁尼亚	(lā kē lǔ ní yà)
拉克替醇	(lā kè tì chún)
拉客	(lā kè)
拉胯	(lā kuà)
拉奎拉	(lā kuí lā)
拉拉	(lā lā)
拉拉扯扯	(lā lā chě chě)
拉拉队	(lā lā duì)
拉拉蛄	(là là gǔ)
拉里	(lā lǐ)
拉力	(lā lì)
拉力器	(lā lì qì)
拉力赛	(lā lì sài)
拉练	(lā liàn)
拉链	(lā liàn)
拉链袋	(lā liàn dài)
拉拢	(lā lǒng)
拉鲁	(lā lǔ)
拉鲁湿地国家自然保护区	(lā lǔ shī dì guó jiā zì rán bǎo hù qū)
拉马丹	(lā mǎ dān)
拉马特甘	(lā mǎ tè gān)
拉满	(lā mǎn)
拉美	(lā měi)
拉美西斯	(lā měi xī sī)
拉米夫定	(lā mǐ fū dìng)
拉面	(lā miàn)
拉磨	(lā mò)
拉莫斯	(lā mò sī)
拉姆安拉	(lā mǔ ān lā)
拉那烈	(lā nà liè)
拉纳卡	(lā nà kǎ)
拉尼娜	(lā ní nà)
拉尼娅	(lā ní yà)
拉帕斯	(lā pà sī)
拉坯	(lā pī)
拉皮	(lā pí)
拉皮条	(lā pí tiáo)
拉票	(lā piào)
拉平	(lā píng)
拉普拉斯	(lā pǔ lā sī)
拉普兰	(lā pǔ lán)
拉齐奥	(lā qí ào)
拉青格	(lā qīng gé)
拉取	(lā qǔ)
拉入	(lā rù)
拉撒路	(lā sā lù)
拉萨市	(lā sà shì)
拉萨条约	(lā sà tiáo yuē)
拉森	(lā sēn)
拉沙病毒	(lā shā bìng dú)
拉山头	(lā shān tóu)
拉伤	(lā shāng)
拉伸	(lā shēn)
拉伸强度	(lā shēn qiáng dù)
拉什卡尔加	(lā shí kǎ ěr jiā)
拉什莫尔山	(lā shí mò ěr shān)
拉生意	(lā shēng yì)
拉屎	(lā shǐ)
拉手	(lā shǒu)
拉丝模	(lā sī mó)
拉斯穆森	(lā sī mù sēn)
拉斯帕尔马斯	(lā sī pà ěr mǎ sī)
拉斯维加斯	(lā sī wéi jiā sī)
拉锁	(lā suǒ)
拉抬	(lā tái)
拉脱维亚	(lā tuō wéi yà)
拉瓦尔	(lā wǎ ěr)
拉瓦锡	(lā wǎ xī)
拉文克劳	(lā wén kè láo)
拉文纳	(lā wén nà)
拉稀	(lā xī)
拉下脸	(lā xià liǎn)
拉辛	(lā xīn)
拉新	(lā xīn)
拉匝禄	(lā zā lù)
拉杂	(lā zá)
拉长	(lā cháng)
拉长脸	(lā cháng liǎn)
拉制	(lā zhì)
拉孜县	(lā zī xiàn)
拉兹莫夫斯基	(lā zī mò fū sī jī)
旯	(lá)
剌	(là)
揦	(là)
揦子	(lá zi)
喇	(lā)
喇叭	(lǎ ba)
喇叭花	(lǎ ba huā)
喇叭裤	(lǎ ba kù)
喇叭裙	(lǎ ba qún)
喇叭水仙	(lā bā shuǐ xiān)
喇叭形	(lǎ ba xíng)
喇合	(lǎ hé)
喇嘛	(lǎ ma)
喇嘛教	(lǎ ma jiào)
喇嘛庙	(lǎ ma miào)
喇赛	(lā sài)
喇沙	(lǎ shā)
喇舌	(lǎ jī)
楋	(là)
䗶	(là)
啦	(la)
啦呱	(lā gua)
啦啦队	(lā lā duì)
啦啦队长	(lā lā duì zhǎng)
来	(lái)
来M	(lái m)
来安县	(lái ān xiàn)
来宾	(lái bīn)
来宾市	(lái bīn shì)
来不得	(lái bu dé)
来不及	(lái bu jí)
来朝	(lái zhāo)
来潮	(lái cháo)
来到	(lái dào)
来得	(lái de)
来得及	(lái de jí)
来得早不如来得巧	(lái de zǎo bù rú lái de qiǎo)
来电	(lái diàn)
来电答铃	(lái diàn dá líng)
来电显示	(lái diàn xiǎn shì)
来而不往非礼也	(lái ér bù wǎng fēi lǐ yě)
来犯	(lái fàn)
来访	(lái fǎng)
来访者	(lái fǎng zhě)
来凤县	(lái fèng xiàn)
来福枪	(lái fú qiāng)
来福线	(lái fú xiàn)
来复枪	(lái fù qiāng)
来复线	(lái fù xiàn)
来港	(lái gǎng)
来函	(lái hán)
来鸿	(lái hóng)
来鸿去燕	(lái hóng qù yàn)
来华	(lái huá)
来回	(lái huí)
来回来去	(lái huí lái qù)
来火	(lái huǒ)
来火儿	(lái huǒ r)
来讲	(lái jiǎng)
来劲	(lái jìn)
来客	(lái kè)
来历	(lái lì)
来历不明	(lái lì bù míng)
来临	(lái lín)
来龙去脉	(lái lóng qù mài)
来路	(lái lù)
