11區	(11 qū)
剪刀差	(jiǎn dāo chā)
剪刀石頭布	(jiǎn dāo shí tou bù)
剪刀手	(jiǎn dāo shǒu)
剪掉	(jiǎn diào)
剪斷	(jiǎn duàn)
剪輯	(jiǎn jí)
剪接	(jiǎn jiē)
剪接體	(jiǎn jiē tǐ)
剪徑	(jiǎn jìng)
剪力	(jiǎn lì)
剪片	(jiǎn piàn)
剪切	(jiǎn qiē)
剪切板	(jiǎn qiē bǎn)
剪切力	(jiǎn qiē lì)
剪切形變	(jiǎn qiē xíng biàn)
剪貼板	(jiǎn tiē bǎn)
剪貼簿	(jiǎn tiē bù)
剪頭	(jiǎn tóu)
剪頭髮	(jiǎn tóu fa)
剪影	(jiǎn yǐng)
剪映	(jiǎn yìng)
剪應力	(jiǎn yìng lì)
剪枝	(jiǎn zhī)
剪紙	(jiǎn zhǐ)
剪子	(jiǎn zi)
剪嘴鷗	(jiǎn zuǐ ōu)
揀	(jiǎn)
揀佛燒香	(jiǎn fó shāo xiāng)
揀起	(jiǎn qǐ)
揀信室	(jiǎn xìn shì)
揀選	(jiǎn xuǎn)
揀飲擇食	(jiǎn yǐn zé shí)
揀擇	(jiǎn zé)
堿	(jiǎn)
暕	(jiǎn)
戩	(jiǎn)
儉	(jiǎn)
儉薄	(jiǎn bó)
儉腹	(jiǎn fù)
儉樸	(jiǎn pǔ)
儉省	(jiǎn shěng)
儉素	(jiǎn sù)
儉學	(jiǎn xué)
儉以養廉	(jiǎn yǐ yǎng lián)
儉用	(jiǎn yòng)
儉約	(jiǎn yuē)
撿	(jiǎn)
撿到籃裡就是菜	(jiǎn dào lán lǐ jiù shì cài)
撿骨	(jiǎn gǔ)
撿了芝麻丟了西瓜	(jiǎn le zhī ma diū le xī guā)
撿漏	(jiǎn lòu)
撿屍	(jiǎn shī)
撿拾	(jiǎn shí)
檢	(jiǎn)
檢波	(jiǎn bō)
檢測	(jiǎn cè)
檢測器	(jiǎn cè qì)
檢測儀	(jiǎn cè yí)
檢查	(jiǎn chá)
檢查哨	(jiǎn chá shào)
檢查員	(jiǎn chá yuán)
檢查站	(jiǎn chá zhàn)
檢察	(jiǎn chá)
檢察官	(jiǎn chá guān)
檢察院	(jiǎn chá yuàn)
檢察總長	(jiǎn chá zǒng zhǎng)
檢出	(jiǎn chū)
檢點	(jiǎn diǎn)
檢定	(jiǎn dìng)
檢毒盒	(jiǎn dú hé)
檢毒箱	(jiǎn dú xiāng)
檢方	(jiǎn fāng)
檢警調	(jiǎn jǐng diào)
檢舉	(jiǎn jǔ)
檢控	(jiǎn kòng)
檢控方	(jiǎn kòng fāng)
檢控官	(jiǎn kòng guān)
檢漏	(jiǎn lòu)
檢錄	(jiǎn lù)
檢票	(jiǎn piào)
檢屍	(jiǎn shī)
檢視	(jiǎn shì)
檢束	(jiǎn shù)
檢索	(jiǎn suǒ)
檢討	(jiǎn tǎo)
檢校	(jiǎn jiào)
檢修	(jiǎn xiū)
檢眼鏡	(jiǎn yǎn jìng)
檢驗	(jiǎn yàn)
檢驗醫學	(jiǎn yàn yī xué)
檢疫	(jiǎn yì)
檢閱	(jiǎn yuè)
檢孕棒	(jiǎn yùn bàng)
檢證	(jiǎn zhèng)
檢字表	(jiǎn zì biǎo)
檢字法	(jiǎn zì fǎ)
件	(jiàn)
件數	(jiàn shù)
建	(jiàn)
建安	(jiàn ān)
建安區	(jiàn ān qū)
建白	(jiàn bái)
建材	(jiàn cái)
建昌縣	(jiàn chāng xiàn)
建成	(jiàn chéng)
建成區	(jiàn chéng qū)
建檔	(jiàn dàng)
建黨	(jiàn dǎng)
建黨節	(jiàn dǎng jié)
建德市	(jiàn dé shì)
建都	(jiàn dū)
建功立業	(jiàn gōng lì yè)
建構	(jiàn gòu)
建國	(jiàn guó)
建湖縣	(jiàn hú xiàn)
建華區	(jiàn huá qū)
建基	(jiàn jī)
建交	(jiàn jiāo)
建教合作	(jiàn jiào hé zuò)
建軍節	(jiàn jūn jié)
建康	(jiàn kāng)
建立	(jiàn lì)
建立時間	(jiàn lì shí jiān)
建立者	(jiàn lì zhě)
建模	(jiàn mó)
建寧縣	(jiàn níng xiàn)
建甌市	(jiàn ōu shì)
建平縣	(jiàn píng xiàn)
建三江	(jiàn sān jiāng)
建商	(jiàn shāng)
建設	(jiàn shè)
建設性	(jiàn shè xìng)
建始縣	(jiàn shǐ xiàn)
建樹	(jiàn shù)
建水縣	(jiàn shuǐ xiàn)
建屋互助會	(jiàn wū hù zhù huì)
建物	(jiàn wù)
建行	(jiàn háng)
建言	(jiàn yán)
建陽區	(jiàn yáng qū)
建業	(jiàn yè)
建鄴區	(jiàn yè qū)
建議	(jiàn yì)
建議售價	(jiàn yì shòu jià)
建造	(jiàn zào)
建造師	(jiàn zào shī)
建政	(jiàn zhèng)
建制	(jiàn zhì)
建置	(jiàn zhì)
建築	(jiàn zhù)
建築工人	(jiàn zhù gōng rén)
建築群	(jiàn zhù qún)
建築師	(jiàn zhù shī)
建築物	(jiàn zhù wù)
建築學	(jiàn zhù xué)
建築業	(jiàn zhù yè)
栫	(jiàn)
俴	(jiàn)
健	(jiàn)
健保	(jiàn bǎo)
健步如飛	(jiàn bù rú fēi)
健兒	(jiàn ér)
健檢	(jiàn jiǎn)
健將	(jiàn jiàng)
健康	(jiàn kāng)
健康保險	(jiàn kāng bǎo xiǎn)
健康食品	(jiàn kāng shí pǐn)
健康受損	(jiàn kāng shòu sǔn)
健康狀況	(jiàn kāng zhuàng kuàng)
健力	(jiàn lì)
健美	(jiàn měi)
健美操	(jiàn měi cāo)
健美運動	(jiàn měi yùn dòng)
健全	(jiàn quán)
健身	(jiàn shēn)
健身房	(jiàn shēn fáng)
健身館	(jiàn shēn guǎn)
健身室	(jiàn shēn shì)
健碩	(jiàn shuò)
健談	(jiàn tán)
健忘	(jiàn wàng)
健忘症	(jiàn wàng zhèng)
健旺	(jiàn wàng)
健慰器	(jiàn wèi qì)
健行	(jiàn xíng)
健怡	(jiàn yí)
健怡可樂	(jiàn yí kě lè)
健友	(jiàn yǒu)
健在	(jiàn zài)
健診	(jiàn zhěn)
健壯	(jiàn zhuàng)
健走	(jiàn zǒu)
揵	(qián)
楗	(jiàn)
僭	(jiàn)
僭稱	(jiàn chēng)
僭越	(jiàn yuè)
僭主	(jiàn zhǔ)
僭主政治	(jiàn zhǔ zhèng zhì)
劍	(jiàn)
劍拔弩張	(jiàn bá nǔ zhāng)
劍標	(jiàn biāo)
劍柄	(jiàn bǐng)
劍齒虎	(jiàn chǐ hǔ)
劍川縣	(jiàn chuān xiàn)
劍道	(jiàn dào)
劍法	(jiàn fǎ)
劍閣縣	(jiàn gé xiàn)
劍河縣	(jiàn hé xiàn)
劍鴴	(jiàn héng)
劍尖	(jiàn jiān)
劍客	(jiàn kè)
劍龍	(jiàn lóng)
劍麻	(jiàn má)
劍眉星目	(jiàn méi xīng mù)
劍橋	(jiàn qiáo)
劍橋大學	(jiàn qiáo dà xué)
劍身	(jiàn shēn)
劍術	(jiàn shù)
劍魚	(jiàn yú)
劍魚座	(jiàn yú zuò)
劍指	(jiàn zhǐ)
劍走偏鋒	(jiàn zǒu piān fēng)
劍走蜻蛉	(jiàn zǒu qīng líng)
劍嘴鶥	(jiàn zuǐ méi)
㵎	(jiàn)
劒	(jiàn)
姜	(jiāng)
姜戎	(jiāng róng)
姜石年	(jiāng shí nián)
姜太公	(jiāng tài gōng)
姜太公釣魚，願者上鉤	(jiāng tài gōng diào yú , yuàn zhě shàng gōu)
姜文	(jiāng wén)
姜堰區	(jiāng yàn qū)
姜子牙	(jiāng zǐ yá)
將	(jiāng)
將伯	(qiāng bó)
將伯之助	(qiāng bó zhī zhù)
將才	(jiàng cái)
將錯就錯	(jiāng cuò jiù cuò)
將功補過	(jiāng gōng bǔ guò)
將功贖罪	(jiāng gōng shú zuì)
將官	(jiàng guān)
將會	(jiāng huì)
將計就計	(jiāng jì jiù jì)
將今論古	(jiāng jīn lùn gǔ)
將近	(jiāng jìn)
將就	(jiāng jiu)
將軍	(jiāng jūn)
將軍肚	(jiāng jūn dù)
將軍肚子	(jiāng jūn dù zi)
將來	(jiāng lái)
將領	(jiàng lǐng)
將令	(jiàng lìng)
將牌	(jiàng pái)
將棋	(jiàng qí)
將勤補拙	(jiāng qín bǔ zhuō)
將士	(jiàng shì)
將帥	(jiàng shuài)
將死	(jiāng sǐ)
將息	(jiāng xī)
將心比心	(jiāng xīn bǐ xīn)
將要	(jiāng yào)
將樂縣	(jiāng lè xiàn)
將至	(jiāng zhì)
僵	(jiāng)
僵持	(jiāng chí)
僵固性	(jiāng gù xìng)
僵化	(jiāng huà)
僵局	(jiāng jú)
僵屍車	(jiāng shī chē)
僵屍網絡	(jiāng shī wǎng luò)
僵臥	(jiāng wò)
僵硬	(jiāng yìng)
僵直	(jiāng zhí)
僵住	(jiāng zhù)
僵住症	(jiāng zhù zhèng)
彊	(jiàng)
橿	(jiāng)
殭	(jiāng)
殭屍	(jiāng shī)
殭屍粉	(jiāng shī fěn)
奬	(jiǎng)
槳	(jiǎng)
槳板	(jiǎng bǎn)
槳手	(jiǎng shǒu)
匞	(jiàng)
匠	(jiàng)
匠心	(jiàng xīn)
匠心獨運	(jiàng xīn dú yùn)
夅	(jiàng)
弶	(jiàng)
交	(jiāo)
交安	(jiāo ān)
交拜	(jiāo bài)
交班	(jiāo bān)
交辦	(jiāo bàn)
交保	(jiāo bǎo)
交保釋放	(jiāo bǎo shì fàng)
交杯酒	(jiāo bēi jiǔ)
交臂	(jiāo bì)
交臂失之	(jiāo bì shī zhī)
交變	(jiāo biàn)
交變電流	(jiāo biàn diàn liú)
交兵	(jiāo bīng)
交併	(jiāo bìng)
交叉	(jiāo chā)
交叉編譯器	(jiāo chā biān yì qì)
交叉點	(jiāo chā diǎn)
交叉感染	(jiāo chā gǎn rǎn)
交叉火力	(jiāo chā huǒ lì)
交叉口	(jiāo chā kǒu)
交叉耐藥性	(jiāo chā nài yào xìng)
交叉熵	(jiāo chā shāng)
交叉學科	(jiāo chā xué kē)
交叉陰影線	(jiāo chā yīn yǐng xiàn)
交叉引用	(jiāo chā yǐn yòng)
交叉運球	(jiāo chā yùn qiú)
交差	(jiāo chāi)
交纏	(jiāo chán)
交城縣	(jiāo chéng xiàn)
交馳	(jiāo chí)
交出	(jiāo chū)
交錯	(jiāo cuò)
交大	(jiāo dà)
交代	(jiāo dài)
交待	(jiāo dài)
交底	(jiāo dǐ)
交點	(jiāo diǎn)
交惡	(jiāo wù)
交費	(jiāo fèi)
交鋒	(jiāo fēng)
交付	(jiāo fù)
交感神經	(jiāo gǎn shén jīng)
交割	(jiāo gē)
交給	(jiāo gěi)
交媾	(jiāo gòu)
交骨	(jiāo gǔ)
交管	(jiāo guǎn)
交管所	(jiāo guǎn suǒ)
交規	(jiāo guī)
交還	(jiāo huán)
交好	(jiāo hǎo)
交合	(jiāo hé)
交互	(jiāo hù)
交歡	(jiāo huān)
交換	(jiāo huàn)
交換代數	(jiāo huàn dài shù)
交換代數學	(jiāo huàn dài shù xué)
交換機	(jiāo huàn jī)
交換價值	(jiāo huàn jià zhí)
交換律	(jiāo huàn lǜ)
交換碼	(jiāo huàn mǎ)
交換器	(jiāo huàn qì)
交換生	(jiāo huàn shēng)
交換網路	(jiāo huàn wǎng lù)
交換虛電路	(jiāo huàn xū diàn lù)
交換以太網絡	(jiāo huàn yǐ tài wǎng luò)
交匯	(jiāo huì)
交匯處	(jiāo huì chù)
交會	(jiāo huì)
交彙	(jiāo huì)
交火	(jiāo huǒ)
交貨	(jiāo huò)
交貨期	(jiāo huò qī)
交集	(jiāo jí)
交際	(jiāo jì)
交際花	(jiāo jì huā)
交際舞	(jiāo jì wǔ)
交加	(jiāo jiā)
交角	(jiāo jiǎo)
交接	(jiāo jiē)
交接班	(jiāo jiē bān)
交結	(jiāo jié)
交睫	(jiāo jié)
交界	(jiāo jiè)
交警	(jiāo jǐng)
交九	(jiāo jiǔ)
交卷	(jiāo juàn)
交口稱譽	(jiāo kǒu chēng yù)
交口縣	(jiāo kǒu xiàn)
交款單	(jiāo kuǎn dān)
交困	(jiāo kùn)
交糧本	(jiāo liáng běn)
交流	(jiāo liú)
交流道	(jiāo liú dào)
交流電	(jiāo liú diàn)
交納	(jiāo nà)
交配	(jiāo pèi)
交朋友	(jiāo péng you)
交迫	(jiāo pò)
交契	(jiāo qì)
交錢	(jiāo qián)
交淺言深	(jiāo qiǎn yán shēn)
交強險	(jiāo qiáng xiǎn)
交情	(jiāo qing)
交情匪淺	(jiāo qíng fěi qiǎn)
交融	(jiāo róng)
交涉	(jiāo shè)
交手	(jiāo shǒu)
交售	(jiāo shòu)
交談	(jiāo tán)
交替	(jiāo tì)
交通	(jiāo tōng)
交通標誌	(jiāo tōng biāo zhì)
交通部	(jiāo tōng bù)
交通車	(jiāo tōng chē)
交通大學	(jiāo tōng dà xué)
交通燈	(jiāo tōng dēng)
交通堵塞	(jiāo tōng dǔ sè)
交通費	(jiāo tōng fèi)
交通工具	(jiāo tōng gōng jù)
交通管理局	(jiāo tōng guǎn lǐ jú)
交通規則	(jiāo tōng guī zé)
交通警察	(jiāo tōng jǐng chá)
交通警衛	(jiāo tōng jǐng wèi)
交通卡	(jiāo tōng kǎ)
交通立體化	(jiāo tōng lì tǐ huà)
交通樞紐	(jiāo tōng shū niǔ)
交通協管員	(jiāo tōng xié guǎn yuán)
交通意外	(jiāo tōng yì wài)
交通銀行	(jiāo tōng yín háng)
交通擁擠	(jiāo tōng yōng jǐ)
交通運輸部	(jiāo tōng yùn shū bù)
交通肇事罪	(jiāo tōng zhào shì zuì)
交通錐	(jiāo tōng zhuī)
交通阻塞	(jiāo tōng zǔ sè)
交頭接耳	(jiāo tóu jiē ěr)
交托	(jiāo tuō)
交往	(jiāo wǎng)
交尾	(jiāo wěi)
交響	(jiāo xiǎng)
交響金屬	(jiāo xiǎng jīn shǔ)
交響曲	(jiāo xiǎng qǔ)
交響樂	(jiāo xiǎng yuè)
交響樂隊	(jiāo xiǎng yuè duì)
交響樂團	(jiāo xiǎng yuè tuán)
交卸	(jiāo xiè)
交心	(jiāo xīn)
交椅	(jiāo yǐ)
交易	(jiāo yì)
交易額	(jiāo yì é)
交易會	(jiāo yì huì)
交易日	(jiāo yì rì)
交易市場	(jiāo yì shì chǎng)
交易所	(jiāo yì suǒ)
交易所交易基金	(jiāo yì suǒ jiāo yì jī jīn)
交易員	(jiāo yì yuán)
交易者	(jiāo yì zhě)
交誼	(jiāo yì)
交誼舞	(jiāo yì wǔ)
交由	(jiāo yóu)
交遊	(jiāo yóu)
交友	(jiāo yǒu)
交與	(jiāo yǔ)
交運	(jiāo yùn)
交戰	(jiāo zhàn)
交帳	(jiāo zhàng)
交織	(jiāo zhī)
交趾	(jiāo zhǐ)
姣	(jiāo)
姣好	(jiāo hǎo)
敎	(jiào)
椒	(jiāo)
椒江區	(jiāo jiāng qū)
椒鹽	(jiāo yán)
椒子	(jiāo zi)
僬	(jiāo)
僬僬	(jiāo jiāo)
僬僥	(jiāo yáo)
憍	(jiāo)
嬌	(jiāo)
嬌嗔	(jiāo chēn)
嬌痴	(jiāo chī)
嬌寵	(jiāo chǒng)
嬌喘	(jiāo chuǎn)
嬌翠	(jiāo cuì)
嬌滴滴	(jiāo dī dī)
嬌惰	(jiāo duò)
嬌兒	(jiāo ér)
嬌慣	(jiāo guàn)
嬌貴	(jiāo guì)
嬌紅	(jiāo hóng)
嬌黃	(jiāo huáng)
嬌嬌女	(jiāo jiāo nǚ)
嬌美	(jiāo měi)
嬌媚	(jiāo mèi)
嬌嫩	(jiāo nen)
嬌妻	(jiāo qī)
嬌氣	(jiāo qì)
嬌弱	(jiāo ruò)
嬌生慣養	(jiāo shēng guàn yǎng)
嬌態	(jiāo tài)
嬌小	(jiāo xiǎo)
嬌羞	(jiāo xiū)
嬌豔	(jiāo yàn)
嬌縱	(jiāo zòng)
佼	(jiǎo)
佼佼者	(jiǎo jiǎo zhě)
恔	(xiào)
敫	(jiǎo)
剿	(jiǎo)
剿匪	(jiǎo fěi)
剿滅	(jiǎo miè)
剿說	(chāo shuō)
剿襲	(chāo xí)
勦	(chāo)
摷	(jiǎo)
暞	(jiǎo)
僥	(jiǎo)
僥倖	(jiǎo xìng)
僥倖心理	(jiǎo xìng xīn lǐ)
撟	(jiǎo)
儌	(jiǎo)
敽	(jiǎo)
敿	(jiǎo)
徼	(jiào)
徼幸	(jiǎo xìng)
徼倖	(jiǎo xìng)
曒	(jiǎo)
攪	(jiǎo)
攪拌	(jiǎo bàn)
攪拌機	(jiǎo bàn jī)
攪打	(jiǎo dǎ)
攪動	(jiǎo dòng)
攪和	(jiǎo huo)
攪混	(jiǎo hun)
攪局	(jiǎo jú)
攪亂	(jiǎo luàn)
攪擾	(jiǎo rǎo)
攪屎棍	(jiǎo shǐ gùn)
攪珠機	(jiǎo zhū jī)
叫	(jiào)
叫板	(jiào bǎn)
叫車	(jiào chē)
叫床	(jiào chuáng)
叫春	(jiào chūn)
叫道	(jiào dào)
叫法	(jiào fǎ)
叫喊	(jiào hǎn)
叫好	(jiào hǎo)
叫花子	(jiào huā zi)
叫化子	(jiào huā zi)
叫喚	(jiào huan)
叫雞	(jiào jī)
叫苦	(jiào kǔ)
叫苦不迭	(jiào kǔ bu dié)
叫苦連天	(jiào kǔ lián tiān)
叫驢	(jiào lǘ)
叫賣	(jiào mài)
叫牌	(jiào pái)
叫屈	(jiào qū)
叫嚷	(jiào rǎng)
叫聲	(jiào shēng)
叫停	(jiào tíng)
叫響	(jiào xiǎng)
叫囂	(jiào xiāo)
叫醒	(jiào xǐng)
叫醒服務	(jiào xǐng fú wù)
叫早	(jiào zǎo)
叫陣	(jiào zhèn)
叫作	(jiào zuò)
叫做	(jiào zuò)
呌	(jiào)
挍	(jiào)
教	(jiào)
教安	(jiào ān)
教案	(jiào àn)
教本	(jiào běn)
教鞭	(jiào biān)
教材	(jiào cái)
教長	(jiào zhǎng)
教程	(jiào chéng)
教導	(jiào dǎo)
教法	(jiào fǎ)
教輔	(jiào fǔ)
教父	(jiào fù)
教改	(jiào gǎi)
教官	(jiào guān)
教規	(jiào guī)
教化	(jiào huà)
教壞	(jiāo huài)
教皇	(jiào huáng)
教會	(jiāo huì)
教誨	(jiào huì)
教具	(jiào jù)
教科書	(jiào kē shū)
教科書式	(jiào kē shū shì)
教科文組織	(jiào kē wén zǔ zhī)
教課	(jiāo kè)
教理	(jiào lǐ)
教練	(jiào liàn)
教練機	(jiào liàn jī)
教練員	(jiào liàn yuán)
教齡	(jiào líng)
教民	(jiào mín)
教母	(jiào mǔ)
教派	(jiào pài)
教區	(jiào qū)
教權	(jiào quán)
教師	(jiào shī)
教師節	(jiào shī jié)
教師爺	(jiào shī yé)
教士	(jiào shì)
教室	(jiào shì)
教授	(jiào shòu)
教書	(jiāo shū)
教書匠	(jiāo shū jiàng)
教唆	(jiào suō)
教堂	(jiào táng)
教堂墓地	(jiào táng mù dì)
教堂山	(jiào táng shān)
教條	(jiào tiáo)
教條主義	(jiào tiáo zhǔ yì)
教廷	(jiào tíng)
教廷大使	(jiào tíng dà shǐ)
教頭	(jiào tóu)
教徒	(jiào tú)
教務	(jiào wù)
教務長	(jiào wù zhǎng)
教務室	(jiào wù shì)
教學	(jiào xué)
教學大綱	(jiào xué dà gāng)
教學法	(jiào xué fǎ)
教學機構	(jiào xué jī gòu)
教學樓	(jiào xué lóu)
教學軟體	(jiào xué ruǎn tǐ)
教學相長	(jiào xué xiāng zhǎng)
教訓	(jiào xun)
教研	(jiào yán)
教研室	(jiào yán shì)
教養	(jiào yǎng)
教儀	(jiào yí)
教義	(jiào yì)
教義和聖約	(jiào yì hé shèng yuē)
教友	(jiào yǒu)
教友大會	(jiào yǒu dà huì)
教友派	(jiào yǒu pài)
教育	(jiào yù)
教育背景	(jiào yù bèi jǐng)
教育部	(jiào yù bù)
教育部長	(jiào yù bù zhǎng)
教育電視	(jiào yù diàn shì)
教育工作者	(jiào yù gōng zuò zhě)
教育家	(jiào yù jiā)
教育界	(jiào yù jiè)
教育廳	(jiào yù tīng)
教育委員會	(jiào yù wěi yuán huì)
教育性	(jiào yù xìng)
教育學	(jiào yù xué)
教員	(jiào yuán)
教職工	(jiào zhí gōng)
教職員	(jiào zhí yuán)
教職員工	(jiào zhí yuán gōng)
教眾	(jiào zhòng)
教主	(jiào zhǔ)
教子	(jiào zǐ)
教宗	(jiào zōng)
教宗座駕	(jiào zōng zuò jià)
斠	(jiào)
嘂	(jiào)
嘦	(jiào)
噍	(jiào)
噍類	(jiào lèi)
噭	(jiào)
接	(jiē)
接案	(jiē àn)
接班	(jiē bān)
接班人	(jiē bān rén)
接棒	(jiē bàng)
接棒人	(jiē bàng rén)
接駁	(jiē bó)
接駁車	(jiē bó chē)
接茬	(jiē chá)
接碴	(jiē chá)
接觸	(jiē chù)
接觸不良	(jiē chù bù liáng)
接觸器	(jiē chù qì)
接待	(jiē dài)
接待室	(jiē dài shì)
接待員	(jiē dài yuán)
接單	(jiē dān)
接到	(jiē dào)
接地	(jiē dì)
接地氣	(jiē dì qì)
接點	(jiē diǎn)
接二連三	(jiē èr lián sān)
接髮	(jiē fà)
接風	(jiē fēng)
接縫	(jiē fèng)
接骨	(jiē gǔ)
接骨木	(jiē gǔ mù)
接管	(jiē guǎn)
接軌	(jiē guǐ)
接過	(jiē guò)
接合	(jiē hé)
接合菌綱	(jiē hé jūn gāng)
接活	(jiē huó)
接獲	(jiē huò)
接機	(jiē jī)
接濟	(jiē jì)
接見	(jiē jiàn)
接近	(jiē jìn)
接警	(jiē jǐng)
接客	(jiē kè)
接口	(jiē kǒu)
接力	(jiē lì)
接力棒	(jiē lì bàng)
接力賽	(jiē lì sài)
接力賽跑	(jiē lì sài pǎo)
接連	(jiē lián)
接連不斷	(jiē lián bù duàn)
接龍	(jiē lóng)
接納	(jiē nà)
接盤	(jiē pán)
接泊車	(jiē bó chē)
接洽	(jiē qià)
接球	(jiē qiú)
接壤	(jiē rǎng)
接人	(jiē rén)
接任	(jiē rèn)
接入	(jiē rù)
接入點	(jiē rù diǎn)
接上	(jiē shàng)
接生	(jiē shēng)
接生婆	(jiē shēng pó)
接收	(jiē shōu)
接收機	(jiē shōu jī)
接收器	(jiē shōu qì)
接手	(jiē shǒu)
接受	(jiē shòu)
接受者	(jiē shòu zhě)
接送	(jiē sòng)
接穗	(jiē suì)
接替	(jiē tì)
接聽	(jiē tīng)
接通	(jiē tōng)
接通費	(jiē tōng fèi)
接頭	(jiē tóu)
接尾詞	(jiē wěi cí)
接吻	(jiē wěn)
接戲	(jiē xì)
接下	(jiē xià)
接下來	(jiē xià lái)
接線	(jiē xiàn)
接線板	(jiē xiàn bǎn)
接線盒	(jiē xiàn hé)
接線生	(jiē xiàn shēng)
接線員	(jiē xiàn yuán)
接續	(jiē xù)
接引	(jiē yǐn)
接應	(jiē yìng)
接戰	(jiē zhàn)
接掌	(jiē zhǎng)
接枝	(jiē zhī)
接種	(jiē zhòng)
接踵	(jiē zhǒng)
接踵而來	(jiē zhǒng ér lái)
接住	(jiē zhù)
接著	(jiē zhe)
堦	(jiē)
揭	(jiē)
揭不開鍋	(jiē bù kāi guō)
揭穿	(jiē chuān)
揭底	(jiē dǐ)
揭諦	(jiē dì)
揭東區	(jiē dōng qū)
揭短	(jiē duǎn)
揭發	(jiē fā)
揭黑	(jiē hēi)
揭舉	(jiē jǔ)
揭開	(jiē kāi)
揭露	(jiē lù)
揭秘	(jiē mì)
揭密	(jiē mì)
揭幕	(jiē mù)
揭幕式	(jiē mù shì)
揭幕戰	(jiē mù zhàn)
揭牌	(jiē pái)
揭批	(jiē pī)
揭破	(jiē pò)
揭示	(jiē shì)
揭西縣	(jiē xī xiàn)
揭曉	(jiē xiǎo)
揭陽市	(jiē yáng shì)
揭載	(jiē zǎi)
揭櫫	(jiē zhū)
椄	(jiē)
喈	(jiē)
喼	(jié)
喼汁	(jié zhī)
嗟	(jiē)
嚌	(jì)
孑	(jié)
孑孑	(jié jié)
孑孑為義	(jié jié wéi yì)
孑孓	(jié jué)
孑立	(jié lì)
孑立無依	(jié lì wú yī)
孑然	(jié rán)
孑然一身	(jié rán yī shēn)
孑身	(jié shēn)
孑遺	(jié yí)
孑遺生物	(jié yí shēng wù)
孑影孤單	(jié yǐng gū dān)
卪	(jié)
尐	(jié)
刦	(jié)
刧	(jié)
劫	(jié)
劫波	(jié bō)
劫車	(jié chē)
劫持	(jié chí)
劫持者	(jié chí zhě)
劫道	(jié dào)
劫奪	(jié duó)
劫匪	(jié fěi)
劫富濟貧	(jié fù jì pín)
劫後餘生	(jié hòu yú shēng)
劫機	(jié jī)
劫掠	(jié lüè)
劫難	(jié nàn)
劫囚	(jié qiú)
劫色	(jié sè)
劫殺	(jié shā)
劫數	(jié shù)
劫數難逃	(jié shù nán táo)
劫洗	(jié xǐ)
劫營	(jié yíng)
劫餘	(jié yú)
劫獄	(jié yù)
劫寨	(jié zhài)
岊	(jié)
劼	(jié)
刼	(jié)
杰	(jié)
㛃	(jié)
拮	(jié)
拮据	(jié jū)
桀	(jié)
桀驁不馴	(jié ào bù xùn)
桀驁不遜	(jié ào bù xùn)
桀貪驁詐	(jié tān ào zhà)
桀王	(jié wáng)
捷	(jié)
捷安特	(jié ān tè)
捷豹	(jié bào)
捷報	(jié bào)
捷報頻傳	(jié bào pín chuán)
捷達	(jié dá)
捷爾梅茲	(jié ěr méi zī)
捷爾任斯克	(jié ěr rèn sī kè)
捷徑	(jié jìng)
捷克	(jié kè)
捷克共和國	(jié kè gòng hé guó)
捷克人	(jié kè rén)
捷克斯洛伐克	(jié kè sī luò fá kè)
捷克語	(jié kè yǔ)
捷兔	(jié tù)
捷泳	(jié yǒng)
捷語	(jié yǔ)
捷運	(jié yùn)
捷足先登	(jié zú xiān dēng)
婕	(jié)
婕妤	(jié yú)
㨗	(jié)
䂶	(jié)
傑	(jié)
傑出	(jié chū)
傑斐遜城	(jié fěi xùn chéng)
傑夫	(jié fū)
傑夫·金尼	(jié fū · jīn ní)
傑弗里·喬叟	(jié fú lǐ · qiáo sǒu)
傑弗遜	(jié fú xùn)
傑佛茲	(jié fó zī)
傑克	(jié kè)
傑克·倫敦	(jié kè · lún dūn)
傑克森	(jié kè sēn)
傑克遜	(jié kè xùn)
傑奎琳	(jié kuí lín)
傑奎琳·肯尼迪	(jié kuí lín · kěn ní dí)
傑拉	(jié lā)
傑拉德	(jié lā dé)
傑里科	(jié lǐ kē)
傑里米	(jié lǐ mǐ)
傑利蠑螈	(jié lì róng yuán)
傑米	(jié mǐ)
傑瑞	(jié ruì)
傑瑞·宋飛	(jié ruì · sòng fēi)
傑士派	(jié shì pài)
傑西	(jié xī)
傑西·歐文斯	(jié xī · ōu wén sī)
傑西卡	(jié xī kǎ)
傑西卡·艾爾芭	(jié xī kǎ · ài ěr bā)
傑伊漢港	(jié yī hàn gǎng)
傑作	(jié zuò)
楬	(jié)
截	(jié)
截長補短	(jié cháng bǔ duǎn)
截斷	(jié duàn)
截奪	(jié duó)
截稿	(jié gǎo)
截獲	(jié huò)
截擊	(jié jī)
截距	(jié jù)
截面	(jié miàn)
截屏	(jié píng)
截取	(jié qǔ)
截拳道	(jié quán dào)
截然	(jié rán)
截然不同	(jié rán bù tóng)
截塔	(jié tǎ)
截癱	(jié tān)
截停	(jié tíng)
截圖	(jié tú)
截尾	(jié wěi)
截線	(jié xiàn)
截肢	(jié zhī)
截止	(jié zhǐ)
截止到	(jié zhǐ dào)
截止期限	(jié zhǐ qī xiàn)
截止日	(jié zhǐ rì)
截止至	(jié zhǐ zhì)
截至	(jié zhì)
榤	(jié)
幯	(jié)
姐	(jiě)
